name,xcoord,ycoord,City_ethnic,Constitution,Region,Size_of_Territory,Demos,Boule,Dikasterion,Gerousia,Nomothetai,Other_Institutions,Total_Institutions,phratriai,demoi,phylai,other_civic_subdivision,Proxenoi,Theorodokoi,Theorodokoi_Type,Panhellenic_Victors,Panhellenic_Victors_Specific_Games,Members_of_the_Delian_League,Stasis,Destruction,Type_of_Destruction,Andrapodismos,Destruction_of_urban_center,Dioikismos,Expulsion_of_population,Population_killed_off,Synoikismos,City_Walls,Political_Architecture,Temple,Theatre,Stoas,Gymnasia,Stadia,Hippodromes,Total_Public_Building_Types,Colonisation
413-Pharsalos,22.33333333,39.25,Pharsalios,Tyr,24,3,0,val2,0,0,0,0,0,0,0,0,0,1,0,0,1,15,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
794-Antissa,26,39.25,Antissaios,NR,36,4,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
795-Arisba,26.25,39.25,,"Dem,Tyr",36,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
806-Chalkis,26.58333333,39.25,Chalkideus,NR,37,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
829-Perperene,27,39.25,Perperenios,NR,37,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827-Parthenion,27.33333333,39.25,,Tyr,37,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403-Metropolis,21.83333333,39.33333333,Matropolitas,NR,24,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
398-Kierion,22.08333333,39.33333333,Kierieus,NR,24,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
416-Thetonion,22.16666667,39.33333333,Thetonios,NR,24,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393-Amphanai,22.91666667,39.33333333,Amphanaieus,NR,24,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407-Pagasai,22.91666667,39.33333333,Pagasitas,NR,24,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0
797-Methymna,26.16666667,39.33333333,Methymnaios,"Bas,Dem,Ol,Tyr",36,4,0,val2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0
823-Nasos,26.66666667,39.33333333,Nasiotas,NR,37,1,1,val2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
831-Pordoselene,26.66666667,39.33333333,,NR,37,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95-Elea,20.58333333,39.41666667,Eleaios,NR,5,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
396-Gomphoi,21.66666667,39.41666667,Gompheus,NR,24,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415-Skotoussa,22.58333333,39.41666667,Skotoussaios,NR,24,2,1,val2,0,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,1,16,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
414-Pherai,22.75,39.41666667,Pheraios,NR,24,2,0,val2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
815-Kisthene,26.83333333,39.41666667,,NR,37,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93-Dodone,20.75,39.5,Dodonaios,NR,5,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
408-Peirasia,22.25,39.5,Peirasieus,NR,24,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
400-Krannon,22.33333333,39.5,Krannonios,Ol,24,3,0,val2,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
769-Assos,26.33333333,39.5,Assios,NR,35,4,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,1
800-Adramyttion,26.91666667,39.5,Adramytenos,NR,37,0,0,val2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110-Torone,20.16666667,39.51666667,,NR,5,1,0,val1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
783-Lamponeia,26.41666667,39.53333333,Lamponeus,NR,35,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
123-Korkyra,19.91666667,39.58333333,Korkyraios,NR,6,5,1,val1,1,0,0,0,3,0,0,1,1,3,1,15,1,3,0,4,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
98-Gitana,20.25,39.58333333,,NR,5,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
106-Phanote,20.33333333,39.58333333,Phanoteus,NR,5,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
417-Trikka,21.75,39.58333333,Trikkaios,NR,24,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409-Pelinnaion,22,39.58333333,Pelinnaieus,NR,24,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,3,0
412-Pharkadon,22.08333333,39.58333333,Pharkadonios,Ol,24,2,0,val2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
395-Atrax,22.16666667,39.58333333,Atragios/Atrakios,NR,24,2,0,val2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0
784-Larisa,26.16666667,39.58333333,Larisaios,NR,35,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
775-Gargara,26.5,39.58333333,Gargareus,NR,35,2,0,val2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
767-Antandros,26.83333333,39.58333333,Antandrios,NR,35,4,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
834-Thebe,27,39.58333333,,NR,37,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105-Passaron,20.75,39.66666667,,NR,5,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0
97-Eurymenai,20.91666667,39.66666667,Eurymenaios,NR,5,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
109-Tekmon,20.91666667,39.66666667,,NR,5,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
394-Argoussa,22.33333333,39.66666667,Argoussios,NR,24,2,1,val2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
401-Larisa,22.41666667,39.66666667,Larisaios,NR,24,3,1,val2,0,0,0,0,1,0,0,0,0,1,1,3,1,3,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
782-Kolonai,26.16666667,39.66666667,Kolonaeus,NR,35,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
781-Kokylion,26.41666667,39.66666667,Kokylites,NR,35,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
58-Laos,15.83333333,39.75,Lawinos,"Dem,Ol,Tyr",3,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70-Sybaris,16.5,39.75,Sybaritas,"Dem,Pol,Tyr",3,5,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,1,17,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,4
74-Thourioi,16.5,39.75,Thourios,NR,3,3,0,val1,0,0,0,0,0,0,0,0,1,1,1,3,1,15,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
91-Bouthroton,20,39.75,Bouthrotios,NR,5,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0
785-Neandreia,26.25,39.75,Neandrieus,NR,35,4,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,3,0
780-Kebren,26.58333333,39.75,Kebrenios,NR,35,4,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
107-Phoinike,20.08333333,39.83333333,,NR,5,0,0,val1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
411-Phaloria,21.5,39.83333333,Phaloriastes,NR,24,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
399-Kondaia,22.41666667,39.83333333,Kondaieus,"Ol,Tyr",24,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
404-Mopsion,22.41666667,39.83333333,Mopseus,NR,24,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397-Gyrton/Gyrtone,22.58333333,39.83333333,Gyrontios,NR,24,2,0,val2,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
502-Myrina,25.08333333,39.83333333,Myrinaios,NR,25,3,1,val2,0,0,0,0,2,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
793-Tenedos,26.08333333,39.83333333,Tenedios,"Dem,Tyr",35,2,1,val2,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
792-Skepsis,26.66666667,39.83333333,Skapsios,Bas,35,5,1,val2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
609-Skione,23.58333333,39.91666667,Skionaios,NR,47,2,0,val2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
616-Therambos,23.66666667,39.91666667,Thrambaios,NR,47,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503-Naxos,25.33333333,39.91666667,Naxios,NR,25,4,1,val2,1,0,0,0,3,0,0,0,0,3,0,0,0,0,1,2,1,5,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0
776-Gentionos,26.25,39.91666667,Gentinios,33,35,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
779-Ilion,26.25,39.91666667,Ilius,NR,35,3,0,val2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
773-Birytis,26.33333333,39.91666667,Berysios,NR,35,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777-Gergis,26.58333333,39.91666667,Gergithios,NR,35,4,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
537-Herakleion,22.66666667,40,Herakleiotes,NR,26,3,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
584-Mende,23.41666667,40,Mendaios,NR,47,2,0,val2,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
586-Neapolis,23.5,40,Neopolites,NR,47,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556-Aige,23.66666667,40,Aigantios,NR,47,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620-Torone,23.91666667,40,Toronaios,NR,47,3,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
791-Sigeion,26.16666667,40,Sigeieus,NR,35,2,0,val2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
786-Ophryneion,26.33333333,40,Ophryneus,NR,35,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
790-Rhoiteion,26.33333333,40,Rhoiteus,Tyr,35,2,0,val2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
67-Pyxous,15.5,40.08333333,,"Ol,Tyr",3,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
563-Aphytis,23.5,40.08333333,Aphytaios,NR,47,2,0,val2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
602-Sarte,24,40.08333333,Sartaios,NR,47,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644-Drys,25.66666667,40.08333333,Dryites,NR,29,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
663-Elaious,26.25,40.08333333,Elaiousios,NR,31,2,1,val2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
774-Dardanos,26.41666667,40.08333333,Dardaneus,NR,35,2,0,val2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750-Miletoupolis,28.33333333,40.08333333,Miletopolites,NR,34,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601-Sane,40.08333333,40.08333333,,NR,47,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54-Hyele/Elea,15.16666667,40.16666667,Hyeletes/Eleates,Ol,3,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,3,0
528-Aiane,21.83333333,40.16666667,Aianaios,NR,26,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534-Dion,22.5,40.16666667,Diestes,NR,26,4,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,3,0
765-Abydos,23.25,40.16666667,Abydenos,NR,35,4,0,val2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
598-Poteidaia,23.33333333,40.16666667,Poteidaiates,NR,47,2,1,val2,0,0,0,0,2,0,0,0,0,1,1,3,0,0,1,1,1,7,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
571-Galepsos,23.66666667,40.16666667,Galaios,NR,47,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
580-Kleonai,24.25,40.16666667,,NR,47,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560-Akrothooi,24.33333333,40.16666667,Akrothoios,NR,47,2,0,val2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483-Hephaistia,25.75,40.16666667,Hephaistieus,NR,25,3,1,val2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
669-Madytos,26.33333333,40.16666667,Madytios,NR,31,3,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748-Lampsakos,26.33333333,40.16666667,Lampsakenos,NR,34,5,1,val2,0,0,0,0,2,0,0,0,0,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
768-Arisbe,26.5,40.16666667,Arisbaios,Tyr,35,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52-Herakleia,16.66666667,40.25,Herakleios,NR,3,4,1,val1,0,0,0,0,1,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
69-Siris,16.66666667,40.25,Sirites,"Ol,Tyr",3,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
624-Brea,23.16666667,40.25,Breaios,NR,46,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583-Mekyberna,23.41666667,40.25,Mekybernaios,"Dem,Ol",47,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
588-Olynthos,23.41666667,40.25,Olynthios,NR,47,5,1,val2,0,0,0,0,2,0,0,0,0,1,1,3,0,0,1,1,1,17,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0
604-Sermylia,23.5,40.25,Sermylieus,NR,47,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605-Singos,23.75,40.25,Singaios,NR,47,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
606-Sinos,23.75,40.25,,NR,47,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618-Thyssos,24.16666667,40.25,Thyssios,NR,47,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668-Limnai,26.25,40.25,Limnaios,Tyr,31,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672-Sestos,26.41666667,40.25,Sestios,NR,31,3,0,val2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
788-Perkote,26.58333333,40.25,Perkosios,NR,35,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787-Palaiperkote,26.66666667,40.25,Palaiperkosios,NR,35,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
764-Zeleia,27.58333333,40.25,Zeleites,"Ol,Tyr",34,0,1,val2,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751-Miletouteichos,28.41666667,40.25,Miletoteichites,Tyr,34,0,0,val2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
103-Orikos,19.5,40.33333333,Orikios,NR,5,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572-Gigonos,23,40.33333333,,NR,47,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573-Haisa,23.08333333,40.33333333,,NR,47,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558-Aioleion,23.16666667,40.33333333,Aiolites,Dem,47,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559-Akanthos,23.16666667,40.33333333,Akanthios,NR,47,3,0,val2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
595-Pleume,23.16666667,40.33333333,Pleumeus,NR,47,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612-Spartolos,23.16666667,40.33333333,Spartolios,NR,47,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
607-Skabala,23.58333333,40.33333333,Skablaios,NR,47,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614-Stolos,23.66666667,40.33333333,Stolios,NR,47,2,0,val2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593-Piloros,23.75,40.33333333,,NR,47,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564-Assera,23.83333333,40.33333333,Asserites,NR,47,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600-Sane,23.91666667,40.33333333,Sanaios,NR,47,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
587-Olophyxos,24.16666667,40.33333333,Olophyxios,NR,47,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659-Alopekonnesos,26.25,40.33333333,Alopekonnesios,NR,31,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
666-Kressa,26.58333333,40.33333333,,Tyr,31,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746-Kolonai,26.91666667,40.33333333,Koloneus,"Dem,Tyr",34,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742-Harpagion,27.41666667,40.33333333,Harpagianos,Dem,34,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752-Myrleia,28.91666667,40.33333333,Myrleianos,NR,34,0,0,val2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66-Poseidonia,15,40.41666667,Poseidoniatas,NR,3,4,1,val1,0,0,0,0,1,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
61-Metapontion,16.83333333,40.41666667,,NR,3,4,0,val1,0,0,0,0,0,0,1,1,0,0,1,3,1,4,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
102-Olympa,19.58333333,40.41666667,Olympastas,NR,5,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
86-Amantia,19.75,40.41666667,Amantieus,NR,5,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0
